# coding: utf-8
# 小鹤音形符号、补充简码等词库
# 该文件以UTF-8编码保存
# 编码各字段以制表符（Tab）分隔
# 编码格式：词条Tab编码Tab权重（权重决定重码的次序，权重大则居前，无重码则无需权重）
# 
#    === 强调一下 === 
# 
#   词条和编码之间的不是空格，而是Tab符，如果你不知道，就复制下面编码中的空白处
#   或者按住键盘 G 键，切换到功能键盘，使用上面的Tab键
# 
#    ================
# 
# 本词库默认包含了临时生僻字、补充简码、增补字、符号及部分emoji表情


骃	ybm/
骉	bnm/
珖	glw/
珕	liw/
埗	but/
梠	lvm/
晅	xro/
冔	xuo/
冔	xuk/
蚄	fhi/
蚄	bhi/
崄	xme/
甡	ufu/
舥	pav/
烠	hvh/
烶	tkh/
烻	yjh/
浡	bod/
浬	lid/
涢	yyd/
浰	lid/
浟	yzd/
浟	did/
浛	hjd/
扅	yih/
扆	yih/
翀	isx/
骍	xkm/
珸	wuw/
琄	xrw/
埼	qit/
勚	yiu/
桹	lhm/
敔	yuw/
厣	yji/
翈	xxj/
铚	vij/
㿠	hlb/
鄅	yuy/
庼	qkg/
痓	vib/
竫	jkl/
淯	yud/
婞	xkn/
媖	ykn/
琲	bww/
琟	www/
琟	yuw/
㙘	yct/
棽	ufm/
棫	yum/
皕	bib/
睎	xio/
崿	eee/
翙	hve/
赒	vzk/
筜	dhv/
畬	uer/
畬	yur/
馉	guu/
凓	lid/
椐	jum/
痦	wub/
嶅	aof/
靰	wug/
椸	yim/
潩	yid/
醑	xuy/
屃	xiu/
穸	xib/
昣	vfo/
凘	sid/
墘	qmt/
鄚	mcc/
刬	ijj/
棽	ifm/
镮	hrj/
咍	hdk/
攽	bjb/
欂	bom/
鞁	bwg/
䅟	cjh/
粢	zid/
粢	cid/
渼	mwd/
溇	lzd/
湑	xud/
扊	yjh/
缐	xms/
瑆	xkw/
瑝	hlw/
瑀	yuw/
蒱	puc/
碏	qtu/
碏	xiu/
暅	xro/
跱	viz/
蜐	jpi/
锳	ykj/
筼	yyv/
筦	grv/
艅	yuv/
雊	gzb/
飔	sij/
裛	yiw/
煟	wwh/
溦	wwd/
滘	jnd/
滍	vid/
禘	dip/
瑧	vfw/
瑨	jbw/
摏	isf/
幖	bnj/
锽	hlj/
馝	bih/
漖	jnd/
㽏	gjd/
褕	yup/
禛	vfp/
漦	iiw/
蕰	yyc/
鹝	yia/
霅	vay/
䗖	dii/
皞	hcb/
艎	hlv/
觭	jid/
觭	qid/
鹡	jid/
鹢	yib/
㵐	jtd/
潏	yud/
褯	jpp/
璥	jkw/
憙	xiu/
虤	yjh/
穄	jih/
篯	jmv/
熻	xih/
榇	ifm/
燚	yih/
澪	lkd/
澽	jud/
璬	jnw/
繄	yik/
磹	dmu/
穟	svh/
斶	iuj/
谿	xip/
鳂	wwa/
螱	wwu/
藦	moc/
黡	yji/
䗴	tki/
髃	yug/
簰	pdv/
鼫	uij/
皦	jnb/
翷	lbm/
䎖	zgb/
襜	ijp/
嚭	piu/
蠋	vui/
嬿	yjn/
酅	xie/
瀱	jid/
襫	uip/
瓖	xlw/
爚	yth/
糵	npc/
醾	miy/
祓	fup/
闿	kdm/
簏	luv/
綮	qih/
蝤	qqi/
浯	wud/
禊	xip/
咺	xrk/
堙	ybt/
悒	yix/
怿	yix/
瘐	yub/
跸	biz/
笾	bmv/
瓿	bul/
褙	bwp/
孛	bwu/
毳	cvm/
箪	djv/
觚	gud/
嚆	hck/
嗥	hck/
烀	huh/
觳	huu/
煁	ifh/
氅	ihx/
鸱	iid/
艟	isv/
楮	ium/
雠	izr/
乩	jil/
謇	jmb/
僭	jmr/
敫	jnb/
铼	ldj/
枥	lim/
漤	ljd/
蝥	mcs/
眄	mmo/
眄	mmo/
吣	qbk/
綮	qkh/
煺	tvh/
诜	ufy/
炻	uih/
鄯	ujy/
芟	ujc/
澍	uud/
浈	vfd/
跖	viz/
澍	vud/
邾	vuv/
鼯	wuj/
杌	wum/
舄	xij/
粞	xim/
燹	xmu/
蛘	yhi/
劓	yiz/
郾	yjk/
羱	yry/
燠	yuh/
羝	diy/
玓	diw/
铖	igj/
浐	ijd/
赆	jbk/
芰	jic/
骱	jpg/
轹	lii/
颥	ruy/
铴	thj/
眚	ugu/
殳	uuj/
吒	vak/
鄣	vhl/
舯	vsv/
菥	xic/
筅	xmv/
镱	yij/
埏	yjt/
赀	ziv/
琎	jbw/
鿎	dau/
梴	yjm/
梴	ijm/
阏	yjm/
氏	vip/
匼	kek/
鄌	thg/
钐	ujj/
艏	uzv/
𨱇	qqj/
黹	viy/
# 随心所欲   按自己想法编码的词条
觉得	jdi
简洁	jjd
精力	jlv
梳理	ulw
事实	uub
基于	jya
置顶	vdd
想想	xxm
智	viud
计	jiyd
床前明月光，疑是地上霜。举头望明月，低头思故乡。	jysi
# 增补字   增补通用字表外日常可能用到的字
捱	aift
㞎	baub
揼	bgf
揼	bgfu
屄	biub
噃	bokt
肏	ccr
肏	ccrr
啲	diku
哋	diky
俤	dirp
掟	dkf
掟	dkfr
屌	dnu
屌	dnuj
唞	dzku
诶	eiy
诶	eiyu
奀	enb
奀	enbd
瞓	ffo
瞓	ffoi
嘅	gekv
咁	gjkg
攰	gvul
啩	gxkb
嚡	hdkt
磺	hlu
磺	hlub
唓	iek
唓	ieki
囝	jmkz
囧	jsk
囧	jskv
㗎	jxkm
冚	kjb
冚	kjbe
崑	kye
崑	kyeb
冧	lbbm
粦	lbml
嚟	liku
躝	ljz
躝	ljzj
〇	lkvv
攞	loff
慜	mbpx
冇	mcu
冇	mcuk
濛	mgdn
濛	mgdu
擝	mgfm
搣	mpf
搣	mpfh
槑	mwk
槑	mwkm
嗱	naku
嫐	ncnn
囝	njkz
孃	nlny
鲶	nmax
撚	nmfh
惗	nmxx
嬲	nnt
嬲	nntl
㞎	pau
㞎	paub
呯	pkk
呯	pkkp
螓	qbi
螓	qbih
㞗	qqu
㞗	qquq
佢	qur
佢	qurj
叒	roy
叒	royy
嘥	sdkr
𪨊	ssu
𪨊	ssur
劏	thxd
嗻	vekh
揾	wff
揾	wffm
卌	xial
喺	xikx
係	xirx
嘢	yekl
吔	yeky
咗	zokg
薙	ticf
榀	pbm
砦	vdv
嗮	sdkx
菓	goc
菓	gocg
